ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
LvNDvN6gX7	Myiasis	Myiasis	DISEASE	C0027030	Myiasis	The invasion of living tissues of man and other mammals by dipterous larvae.	T047	Disease or Syndrome	Maggot Infestations, maggot infestation, Infestation caused by maggots, Myiasis, Myiases, Fly Strikes, infestation maggot, Fly Strike, Infestation, Maggot, myiasis, Infestation by fly larvae, Infestation by maggots, Infestation by fly larvae, NOS, MAGGOT INFESTATION, myiases, Fly larva infestation, Infestation caused by fly larvae, Infestation caused by fly larvae (disorder), Maggot Infestation, Myiasis - fly larvae infestation, Infestations, Maggot, Myiasis, NOS, MYIASIS	1.0
4fbHMBxQQG	Infectious Mononucleosis	Mononucleosis	DISEASE	C0021345	Infectious Mononucleosis	A common, acute infection usually caused by the Epstein-Barr virus (HERPESVIRUS 4, HUMAN). There is an increase in mononuclear white blood cells and other atypical lymphocytes, generalized lymphadenopathy, splenomegaly, and occasionally hepatomegaly with hepatitis.	T047	Disease or Syndrome	Mononucleosis, Monocytic angina, mononucleosis, INFECTIOUS MONONUCLEOSIS, Infectious mononucleosis, Glandular fever, Glandular Fever, Infectious mononucleosis (disorder), Pfeiffer's disease, GF - Glandular fever, Gammaherpesviral mononucleosis (disorder), Mono, IM - Infective mononucleosis, Kissing disease, Mononucleosis, Infectious, pfeiffer's disease, glandular fever, infectious mononucleosis, Fever, Glandular, FEVER, GLANDULAR, IM - Infectious mononucleosis, Infective mononucleosis, Infectious Mononucleosis, Gammaherpesviral mononucleosis	1.0
Far376bQTe	Fatal familial insomnia	insomnia	DISEASE	C0917801	Sleeplessness	A sleep disorder characterized by difficulty in falling asleep and/or remaining asleep.	T184	Sign or Symptom	Sleeplessness, Insomnia (disorder), Insomnia Disorders, Insomnia, unspecified, insomnia, Insomnias, Insomnia, NOS, Difficulty staying or falling asleep, Insomnia Disorder, Disturbances of sleep/insomnia, INSOMNIA, Insomnia, SLEEPLESSNESS, sleeplessness	1.0
SFpVrGorwb	Hypodermyiasis									
EtpozP8H4r	Paramyxoviridae infectious disease	Paramyxoviridae infectious disease	DISEASE	C0206613	Paramyxoviridae Infections	Infections with viruses of the family PARAMYXOVIRIDAE. This includes MORBILLIVIRUS INFECTIONS; RESPIROVIRUS INFECTIONS; PNEUMOVIRUS INFECTIONS; HENIPAVIRUS INFECTIONS; AVULAVIRUS INFECTIONS; and RUBULAVIRUS INFECTIONS.	T047	Disease or Syndrome	Infections, Paramyxoviridae, Paramyxovirus infection, NOS, DISEASES DUE TO PARAMYXOVIRIDAE, Disease due to Paramyxoviridae, Disease due to Paramyxovirus, NOS, Paramyxoviridae disease, Paramyxovirus infection, Disease caused by Paramyxoviridae, Infection, Paramyxoviridae, Paramyxoviridae Infection, Disease caused by Paramyxoviridae (disorder), DISEASES DUE TO PARAMYXOVIRUS	0.88
3ZHzPjgR9r	Skin disorder caused by infection	Skin disorder	DISEASE	C0037274	Dermatologic disorders	Diseases involving the DERMIS or EPIDERMIS.	T047	Disease or Syndrome	Disorder of skin, dermatological disorders, Skin Disease, Skin Diseases, Dermatosis, disorder skin, Cutaneous Disorder, Skin Disorder, Skin diseases, SKIN DISORDER (NOS), dermatological diseases, integumentary disease, diseases skin, dermatosis, Skin conditions, disease of skin, disorders skin, Skin Conditions, skin disorder diagnosis, SKIN DISORDERS, skin disorder, dermopathy, Cutaneous Disorders, Dermatopathy, SKIN DISORDER, Disease of skin, NOS, Dermatosis NOS, skin diseases, dermatoses, Skin Diseases and Manifestations, dermatologic disease, skin disease, disease skin, disease disorders skin, Skin--Diseases, Skin disorder, NOS, DISORDER SKIN (NOS), Skin disorder, Cutaneous disorders, disease integumentary, dermatological disease, Disorder of skin (disorder), of skin disease, Dermatological disorder, Dermatologic disorders, skin disorders, diseases disorders skin, Dermatological disease, Disease or syndrome of skin, Diseases and Syndromes of Skin, Dermatoses, Dermatologic disease, Skin disease, Dermatosis, NOS, diseases integumentary, dermatologic diseases	1.0
3ZHzPjgR9r	Skin disorder caused by infection	infection	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
rergm2qehA	Herpesviridae infectious disease	Herpesviridae infectious disease	DISEASE	C0019372	Herpesviridae Infections	Virus diseases caused by the HERPESVIRIDAE.	T047	Disease or Syndrome	herpes infection, Infection, Herpesvirus, disease herpes virus, Herpes infection, NOS, Herpesvirus infection, Herpesvirus Infections, infection herpes, Infections, Herpesvirus, Herpes infections, herpes infections, herpesviridae infection, Herpesvirus infection, NOS, Herpesviridae disease, Herpesviridae Infection, herpes virus disease, Herpesvirus Infection, Herpes infection, DISEASES DUE TO HERPESVIRIDAE, viral infection herpes, Infection, Herpesviridae, Herpesvirus infection (disorder), Infections, Herpesviridae, herpes viral infection, herpes virus infection, diseases herpes virus	0.867
t7aE3XijSe	Actinobacillus infectious disease	Actinobacillus infectious disease	DISEASE	C0001249	Actinobacillus Infections	Infections with bacteria of the genus ACTINOBACILLUS.	T047	Disease or Syndrome	Actinobacillus infection, ACTINOBACILLUS INFECTIONS, Actinobacillus infection, NOS, Actinobacillus Infection, Infections, Actinobacillus, Actinobacillus infection (disorder), Infection, Actinobacillus	0.836
EoySkvCZUu	Cutaneous Leishmaniasis	Cutaneous Leishmaniasis	DISEASE	C0023283	Leishmaniasis, Cutaneous	An endemic disease that is characterized by the development of single or multiple localized lesions on exposed areas of skin that typically ulcerate. The disease has been divided into Old and New World forms. Old World leishmaniasis is separated into three distinct types according to epidemiology and clinical manifestations and is caused by species of the L. tropica and L. aethiopica complexes as well as by species of the L. major genus. New World leishmaniasis, also called American leishmaniasis, occurs in South and Central America and is caused by species of the L. mexicana or L. braziliensis complexes.	T047	Disease or Syndrome	Leishmaniasis, cutaneous, Cutaneous leishmaniasis, Leishmaniases, Cutaneous, Cutaneous leishmaniasis (disorder), Cutaneous Leishmaniasis, leishmaniasis cutaneous, Cutaneous Leishmaniases, cutaneous leishmaniasis, Leishmaniasis, Cutaneous	1.0
V6fNceytdE	Progressive Rubella Panencephalitis									
hwYdTEWQpZ	Disseminated Sporotrichosis	Sporotrichosis	DISEASE	C0038034	Sporotrichosis	The commonest and least serious of the deep mycoses, characterized by nodular lesions of the cutaneous and subcutaneous tissues. It is caused by inhalation of contaminated dust or by infection of a wound with SPOROTHRIX.	T047	Disease or Syndrome	Sporotrichosis, Sporothrix Infections, Sporothrix Infection, Sporotrichoses, BEURMANN DISEASE, Infection by Sporothrix schenkii, Sporotrichosis (disorder), Infection, Sporothrix, SCHENCK DISEASE, schenck disease, SPOROTRICHOSIS, sporotrichosis	1.0
pJaiB4Z2oc	Bacterial disease									
UWJWtEiSLg	Ascaridida infectious disease	Ascaridida infectious disease	DISEASE	C0162626	Ascaridida Infections	Infections with nematodes of the order ASCARIDIDA.	T047	Disease or Syndrome	Baylisascaris Infections, Roundworm Infections, Raccoon, Raccoon Roundworm Infections, Infections, Baylisascaris, Baylisascaris Infection, Infection, Baylisascaris, Ascaridida Infection, Raccoon Roundworm Infection, Infection, Ascaridida, Ascaridida Infections, Infection, Raccoon Roundworm, Infections, Ascaridida, Roundworm Infection, Raccoon	0.812
rxZ3hkGgvK	Ear infection									
MTk6tAiV6b	Western Equine encephalitis	Equine encephalitis	DISEASE	C0014074	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	T047	Disease or Syndrome	equine encephalomyelitis, equine encephalitis, Equine Encephalomyelitis Viral Infections, Encephalitis, Equine, Infections, Equine Encephalomyelitis Virus, Equine encephalomyelitis, Equine Encephalomyelitis, Equine Encephalomyelitis Virus Infections, Equine Encephalitis	1.0
mxSYgM8nMC	Infectious disease									
eDTtH3sSE3	Echinococcosis									
MpRyMxF8MW	Burkholderia infections									
WgbXHsLWRE	Geniculate herpes Zoster	herpes Zoster	DISEASE	C0019360	Herpes zoster disease	An acute infectious, usually self-limited, disease believed to represent activation of latent varicella-zoster virus (HERPESVIRUS 3, HUMAN) in those who have been rendered partially immune after a previous attack of CHICKENPOX. It involves the SENSORY GANGLIA and their areas of innervation and is characterized by severe neuralgic pain along the distribution of the affected nerve and crops of clustered vesicles over the area. (From Dorland, 27th ed)	T047	Disease or Syndrome	Herpes zoster, herpes zoster infection, Herpes zoster infection, zona, Shingles, SHINGLES, zonas, Herpes zoster NOS, Shingles (Disease), Herpes Zoster, Herpes zoster, NOS, Herpes zoster (disorder), herpes zona, HERPES ZOSTER, Zona, ZONA, Zoster, zoster, herpes zoster, shingles	1.0
Gq7wCXpYVP	Lice infestation									
654fukECWi	Creutzfeldt Jacob disease	Creutzfeldt Jacob disease	DISEASE	C0022336	Creutzfeldt-Jakob disease	A rare transmissible encephalopathy most prevalent between the ages of 50 and 70 years. Affected individuals may present with sleep disturbances, personality changes, ATAXIA; APHASIA, visual loss, weakness, muscle atrophy, MYOCLONUS, progressive dementia, and death within one year of disease onset. A familial form exhibiting autosomal dominant inheritance and a new variant CJD (potentially associated with ENCEPHALOPATHY, BOVINE SPONGIFORM) have been described. Pathological features include prominent cerebellar and cerebral cortical spongiform degeneration and the presence of PRIONS. (From N Engl J Med, 1998 Dec 31;339(27))	T047	Disease or Syndrome	Transmissible virus dementia, Jakob-Creutzfeldt Disease, Creutzfeldt-Jakob pseudosclerosis, creutzfeldt-jakob syndrome, Subacute Spongiform Encephalopathies, CJD - Creutzfeldt-Jakob disease, creutzfeldt jakob syndrome, SPONGIFORM ENCEPHALOPATHY SUBACUTE, Disease, Creutzfeldt-Jakob, Jakob-Creutzfeldt disease (disorder), Spongiform Encephalopathy, Subacute, CREUTZFELDT-JAKOB DISEASE, Creutzfeldt Jakob Disease, Creutzfeldt-Jakob Syndrome, JAKOB-CREUTZFELDT DISEASE, Creutzfeldt-Jakob Disease, jakob-creutzfeldt syndrome, Creutzfeldt Jakob Syndrome, Encephalopathies, Subacute Spongiform, Subacute spongiform encephalopathy, JCD - Jakob-Creutzfeldt disease, Syndrome, Jakob-Creutzfeldt, Creutzfeldt-Jacob Disease, Creutzfeldt-Jakob's disease, CJD (Creutzfeldt Jakob Disease), Jakob-Creutzfeldt disease, creutzfeldt jakob disease, Subacute Spongiform Encephalopathy, creutzfeldt-jakob disease, Encephalopathy, Subacute Spongiform, Jacob Disease, Creutzfeldt, Disease, Jakob-Creutzfeldt, jakob-creutzfeldt disease, Jakob-Creutzfeldt disease, unspecified, Creutzfeldt Jacob Disease, Syndrome, Creutzfeldt-Jakob, Spongiform Encephalopathies, Subacute, CJD, cjd, Jakob Creutzfeldt Syndrome, Jakob-Creutzfeldt Syndrome, Disease, Creutzfeldt Jacob, CJD (Creutzfeldt-Jakob Disease), Jakob Creutzfeldt Disease, CJD (Creutzfeldt Jakob disease), Creutzfeldt Jakob disease, Creutzfeldt-Jakob disease	1.0
ebwyc2s3rK	Subdural Empyema	Empyema	DISEASE	C0014009	Empyema	Presence of pus in a hollow organ or body cavity.	T047	Disease or Syndrome	Empyema, NOS, Empyema (disorder), Empyema, EMPYEMA, empyema, Empyema (morphologic abnormality)	1.0
jkwgPWvhX2	Tetanus	Tetanus	DISEASE	C0039614	Tetanus	A disease caused by tetanospasmin, a powerful protein toxin produced by CLOSTRIDIUM TETANI. Tetanus usually occurs after an acute injury, such as a puncture wound or laceration. Generalized tetanus, the most common form, is characterized by tetanic muscular contractions and hyperreflexia. Localized tetanus presents itself as a mild condition with manifestations restricted to muscles near the wound. It may progress to the generalized form.	T047	Disease or Syndrome	Infection due to Clostridium tetani, Infection caused by Clostridium tetani, Infections, Clostridium tetani, Infection, Clostridium tetani, Tetanus (disorder), Infection caused by Clostridium tetani (disorder), clostridial tetanus, TETANUS, tetanus, Clostridium tetani Infections, Clostridium tetani Infection, Tetanus	1.0
qtGN9pArVV	Pneumonia	Pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
d9f3u6EJPv	Human Prion disease	Prion disease	DISEASE	C0162534	Prion Diseases	A group of genetic, infectious, or sporadic degenerative human and animal nervous system disorders associated with abnormal PRIONS. These diseases are characterized by conversion of the normal prion protein to an abnormal configuration via a post-translational process. In humans, these conditions generally feature DEMENTIA; ATAXIA; and a fatal outcome. Pathologic features include a spongiform encephalopathy without evidence of inflammation. The older literature occasionally refers to these as unconventional SLOW VIRUS DISEASES. (From Proc Natl Acad Sci USA 1998 Nov 10;95(23):13363-83)	T047	Disease or Syndrome	Disorders, Prion-Induced, diseases prion, Prion-Induced Disorder, prion diseases, Prion Diseases, Spongiform Encephalopathy, spongiform encephalopathy, Prion-Induced Disorders, Prion Protein Disease, Prion Induced Disorder, diseases prions, Spongiform Encephalopathy, Transmissible, Transmissible Dementia, Transmissible Dementias, Prion diseases, disease prion, Spongiform Encephalopathies, Transmissible, Encephalopathy, Transmissible Spongiform, Prion disease, Dementia, Transmissible, Prion Disease, Transmissible spongiform encephalopathy, TSE, Prion-Associated Disorders, Prion disease (disorder), Transmissible Spongiform Encephalopathy, Human prion disease, PRION DISEASES, Prion Protein Diseases, Encephalopathies, Spongiform, Transmissible, Dementias, Transmissible, Prion disease, NOS, Disorder, Prion-Induced, prion disease, encephalopathies spongiform, Encephalopathies, Transmissible Spongiform, prion induced disorder, disease prions, Transmissible Spongiform Encephalopathies	1.0
